Lat,Lon,water_depth
28.7121452559908,-82.7413106150913,-30.2122386989838
28.7122666718873,-82.7413239136957,-30.2435107415066
28.7122855094485,-82.7413260212764,-30.1265510548335
28.7123051606434,-82.7413281050849,-30.3069197404334
28.7124074330623,-82.7413392815187,-30.3423015464483
28.7125669070208,-82.7413566931496,-30.2890752014076
28.7126113270692,-82.7413615380598,-30.1989747893954
28.7126431929643,-82.7413649930818,-30.1846041314522
28.7127200585106,-82.741373268662,-30.2918221565143
28.7127389929679,-82.7413753445776,-30.2155589431604
28.7127964084392,-82.7413815534522,-30.2085172923205
28.7129170548017,-82.7413946708491,-29.9841091266653
28.7129937252272,-82.741402941275,-30.009945583747
28.7130640701187,-82.7414105221065,-30.053491437052
28.7130829847007,-82.7414125975558,-29.9665761273518
28.7131088638633,-82.7414153468851,-30.0900397379171
28.7131212157413,-82.7414167384472,-29.9370452922976
28.7131595996873,-82.7414208762607,-29.9623241075228
28.7132748266326,-82.7414332991358,-30.0557191585066
28.7133320882634,-82.7414395284726,-29.9688593285214
28.713363695614,-82.741442997859,-29.8440883884769
28.7133701317086,-82.7414436887675,-29.8607465160114
28.7135490494518,-82.7414631113726,-29.8335159536275
28.7135554750566,-82.7414638056648,-29.8446773258369
28.7135620377897,-82.7414644961859,-29.9058301512945
28.7136450092182,-82.7414735511244,-29.8398064950384
28.7136452651427,-82.741473543856,-29.9332214617576
28.7136640984682,-82.7414756456269,-29.8017886933181
28.7136962443157,-82.7414791299038,-29.8577306971591
28.7137028813585,-82.7414798212874,-29.9445976398813
28.7137091829503,-82.7414805223441,-29.9089555062199
28.7137347839798,-82.7414833088808,-29.9087407003056
28.7137413912298,-82.7414840026083,-29.9845017504915
28.7137412622797,-82.7414840062705,-29.937433649256
28.7137412894088,-82.7414840055,-29.9473360596498
28.7137608142647,-82.7414860960241,-30.0658477544494
28.7138180200606,-82.741492414825,-29.9180911583334
28.7138696052464,-82.7414980212941,-30.0509735109918
28.7139908530691,-82.7415114148756,-29.8866071550679
28.7140293989214,-82.741515649982,-29.9229961304669
28.7140743151883,-82.7415206001979,-29.9430342503837
28.7141961464229,-82.7415340822029,-29.9497430224139
28.7142152323245,-82.7415362209252,-29.8939048651942
28.7142663525865,-82.7415419258893,-29.8232379871232
28.7142731137762,-82.7415426292571,-29.9496007668417
28.7142854721328,-82.7415440695756,-29.7772609861719
28.7143309938711,-82.7415490517749,-29.9998354770704
28.7143566356009,-82.7415519126874,-29.9914452434191
